1,1.0,1689.0,385.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
1,2.0,1303.0,503.0,61.514,139.59,1.0,-1.0,-1.0,-1.0
1,3.0,1258.0,569.0,40.123,91.049,1.0,-1.0,-1.0,-1.0
1,4.0,31.0,525.0,113.37,257.27,1.0,-1.0,-1.0,-1.0
1,5.0,1800.0,483.0,94.66,214.81,1.0,-1.0,-1.0,-1.0
2,1.0,1689.0,385.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
2,2.0,1312.0,503.0,61.514,139.59,1.0,-1.0,-1.0,-1.0
2,5.0,1744.0,476.0,123.42,280.06,1.0,-1.0,-1.0,-1.0
2,3.0,1254.0,537.0,52.0,118.0,1.0,-1.0,-1.0,-1.0
2,4.0,55.0,542.0,94.66,214.81,1.0,-1.0,-1.0,-1.0
2,6.0,1641.0,494.0,40.123,91.049,1.0,-1.0,-1.0,-1.0
3,7.0,1742.0,513.0,94.66,214.81,1.0,-1.0,-1.0,-1.0
3,1.0,1664.0,418.0,135.42,307.29,1.0,-1.0,-1.0,-1.0
3,2.0,1312.0,503.0,61.514,139.59,1.0,-1.0,-1.0,-1.0
3,5.0,1776.0,473.0,113.37,257.27,1.0,-1.0,-1.0,-1.0
3,3.0,1234.0,415.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
3,6.0,107.0,494.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
3,4.0,51.0,555.0,87.838,199.32,1.0,-1.0,-1.0,-1.0
4,1.0,1668.0,371.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
4,5.0,1759.0,473.0,113.37,257.27,1.0,-1.0,-1.0,-1.0
4,7.0,1852.0,505.0,30.903,70.127,1.0,-1.0,-1.0,-1.0
4,2.0,1305.0,500.0,67.474,153.11,1.0,-1.0,-1.0,-1.0
4,6.0,107.0,494.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
4,4.0,58.0,566.0,79.918,181.35,1.0,-1.0,-1.0,-1.0
5,5.0,1692.0,371.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
5,7.0,1848.0,505.0,30.903,70.127,1.0,-1.0,-1.0,-1.0
5,2.0,1318.0,537.0,52.0,118.0,1.0,-1.0,-1.0,-1.0
5,1.0,1643.0,396.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
6,1.0,1666.0,385.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
6,7.0,1849.0,510.0,28.302,64.224,1.0,-1.0,-1.0,-1.0
6,8.0,1333.0,498.0,56.686,128.63,1.0,-1.0,-1.0,-1.0
6,2.0,1318.0,537.0,52.0,118.0,1.0,-1.0,-1.0,-1.0
6,5.0,1741.0,473.0,113.37,257.27,1.0,-1.0,-1.0,-1.0
6,9.0,107.0,494.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
7,1.0,1668.0,371.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
7,7.0,1849.0,510.0,28.302,64.224,1.0,-1.0,-1.0,-1.0
7,9.0,1316.0,489.0,67.474,153.11,1.0,-1.0,-1.0,-1.0
7,8.0,1351.0,506.0,56.686,128.63,1.0,-1.0,-1.0,-1.0
7,5.0,159.0,550.0,40.123,91.049,1.0,-1.0,-1.0,-1.0
7,2.0,1263.0,545.0,47.794,108.46,1.0,-1.0,-1.0,-1.0
8,1.0,1668.0,371.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
8,9.0,1322.0,494.0,61.514,139.59,1.0,-1.0,-1.0,-1.0
8,7.0,1848.0,505.0,30.903,70.127,1.0,-1.0,-1.0,-1.0
8,2.0,123.0,494.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
8,8.0,257.0,455.0,113.37,257.27,1.0,-1.0,-1.0,-1.0
9,1.0,1666.0,385.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
9,9.0,1326.0,489.0,67.474,153.11,1.0,-1.0,-1.0,-1.0
9,7.0,1848.0,505.0,30.903,70.127,1.0,-1.0,-1.0,-1.0
9,10.0,1727.0,418.0,135.42,307.29,1.0,-1.0,-1.0,-1.0
9,2.0,142.0,521.0,52.0,118.0,1.0,-1.0,-1.0,-1.0
9,11.0,1274.0,551.0,43.624,98.993,1.0,-1.0,-1.0,-1.0
9,8.0,266.0,463.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
10,1.0,1689.0,385.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
10,9.0,1326.0,500.0,67.474,153.11,1.0,-1.0,-1.0,-1.0
10,2.0,146.0,515.0,56.686,128.63,1.0,-1.0,-1.0,-1.0
10,8.0,266.0,463.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
10,11.0,1278.0,545.0,47.794,108.46,1.0,-1.0,-1.0,-1.0
10,7.0,1849.0,510.0,28.302,64.224,1.0,-1.0,-1.0,-1.0
11,1.0,1689.0,385.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
11,9.0,1326.0,500.0,67.474,153.11,1.0,-1.0,-1.0,-1.0
11,8.0,266.0,463.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
11,11.0,1278.0,545.0,47.794,108.46,1.0,-1.0,-1.0,-1.0
11,7.0,171.0,481.0,26.0,59.0,1.0,-1.0,-1.0,-1.0
11,2.0,1844.0,367.0,94.66,214.81,1.0,-1.0,-1.0,-1.0
12,1.0,1689.0,408.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
12,9.0,1326.0,490.0,73.864,167.61,1.0,-1.0,-1.0,-1.0
12,8.0,-8.0,290.0,207.45,470.74,1.0,-1.0,-1.0,-1.0
12,2.0,1837.0,351.0,103.17,234.13,1.0,-1.0,-1.0,-1.0
12,11.0,1619.0,396.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
13,1.0,1689.0,385.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
13,9.0,1326.0,490.0,73.864,167.61,1.0,-1.0,-1.0,-1.0
13,11.0,1643.0,408.0,146.62,332.71,1.0,-1.0,-1.0,-1.0
13,12.0,151.0,501.0,28.302,64.224,1.0,-1.0,-1.0,-1.0
13,2.0,1286.0,545.0,47.794,108.46,1.0,-1.0,-1.0,-1.0
13,8.0,1867.0,391.0,30.903,70.127,1.0,-1.0,-1.0,-1.0
14,1.0,1668.0,371.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
14,9.0,1326.0,490.0,73.864,167.61,1.0,-1.0,-1.0,-1.0
14,11.0,1717.0,396.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
14,12.0,-52.0,254.0,270.83,614.58,1.0,-1.0,-1.0,-1.0
14,2.0,1619.0,396.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
14,8.0,1867.0,391.0,30.903,70.127,1.0,-1.0,-1.0,-1.0
15,1.0,1668.0,371.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
15,11.0,1825.0,535.0,33.737,76.557,1.0,-1.0,-1.0,-1.0
15,9.0,1336.0,500.0,67.474,153.11,1.0,-1.0,-1.0,-1.0
15,12.0,-52.0,254.0,270.83,614.58,1.0,-1.0,-1.0,-1.0
15,2.0,1619.0,396.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
15,8.0,1867.0,393.0,26.0,59.0,1.0,-1.0,-1.0,-1.0
16,1.0,1668.0,371.0,159.84,362.7,1.0,-1.0,-1.0,-1.0
16,11.0,1834.0,532.0,36.723,83.333,1.0,-1.0,-1.0,-1.0
